time,open,high,low,close,Plot,Plot,Plot,A组1,A组2,B组1,B组2,Volume
2024-01-23T13:00:00+09:00,40000.43,40176.74,40000.43,40065.51,40292.3793383328,40811.59926064494,41910.39798477737,41571.01929708885,41730.71514949236,42780.53910998142,42767.27258685422,819.53223
2024-01-23T14:00:00+09:00,40065.5,40129.16,40062.3,40069.34,40271.137496586816,40782.49105434514,41892.07899985422,41550.30647919797,41711.16955949833,42771.14153940956,42759.30232810428,528.4638
2024-01-23T15:00:00+09:00,40069.35,40129.12,39960.87,40019.42,40247.164401673785,40752.566699272786,41873.445576970094,41529.19080362283,41691.266623504234,42761.60350981022,42751.20814101977,810.99682
2024-01-23T16:00:00+09:00,40019.43,40026.37,39665.02,39780,40202.67255389533,40714.42682871307,41852.61527272163,41505.06403391768,41668.78113381595,42751.268662289214,42742.43056896358,1693.37353
2024-01-23T17:00:00+09:00,39780.01,39860,39328,39464.96,40132.41421542911,40665.42812954785,41828.857508813955,41476.92466793261,41642.85382635929,42739.87764439567,42732.74823345704,2986.78985
2024-01-23T18:00:00+09:00,39464.97,39492.57,38907.67,38961.39,40020.88809967396,40598.6031048597,41800.32549380088,41442.22763803009,41611.307193108005,42726.78063349655,42721.6068501972,6604.67363
2024-01-23T19:00:00+09:00,38961.39,39150,38855.12,38917.28,39915.78256637168,40532.66886545344,41771.63847396207,41407.40077405726,41579.61275554203,42713.57612523486,42710.36807072837,3342.72993
2024-01-23T20:00:00+09:00,38917.27,39045.56,38657,38845.56,39813.856607669615,40466.50773347487,41742.52326526593,41372.06503924268,41547.44742900624,42700.16879031203,42698.95061704823,3393.58407
2024-01-23T21:00:00+09:00,38845.56,39088.01,38758.82,39065.67,39742.60074027251,40411.572920397426,41715.88790939264,41340.252693873816,41518.250047488524,42687.570874227764,42688.21714402888,2870.76139
2024-01-23T22:00:00+09:00,39065.68,39083.35,38853.39,38864.16,39658.93971738941,40350.890060774,41687.512507309126,41306.09969119969,41487.02545869454,42674.31815022697,42676.92007713367,1462.05395
2024-01-23T23:00:00+09:00,38864.15,38900,38555,38767.74,39574.06355382851,40288.80574466522,41658.46004454983,41271.08783339004,41455.03386506284,42660.77715143936,42665.371539239626,4060.57085
2024-01-24T00:00:00+09:00,38767.75,39460,38766,39204,39538.81940584484,40246.26434291364,41634.03755654436,41242.57627706742,41428.55111370916,42648.79525490058,42655.14592169387,5829.55514
2024-01-24T01:00:00+09:00,39204,39374.11,38925.2,39307.59,39516.797557669146,40209.453584368006,41610.888824638445,41215.88681117683,41403.59863001847,42637.21395419035,42645.25653935504,4118.59618
2024-01-24T02:00:00+09:00,39307.6,39634.29,39270,39398.89,39505.568266462564,40177.666777137885,41588.87888608483,41190.82478619508,41380.01382260649,42625.98926110824,42635.666091676,3340.69119
2024-01-24T03:00:00+09:00,39398.88,39654.34,39092.54,39092.54,39466.23224108518,40135.11278587757,41564.03969318846,41161.882927075145,41353.10236586994,42613.74160335743,42625.198954034415,2484.66969
2024-01-24T04:00:00+09:00,39092.55,39287.57,38981.1,39148.07,39435.931075267545,40096.40522564708,41540.00019375375,41134.10619704652,41327.160808624416,42601.72887682933,42614.92678578025,1755.83945
2024-01-24T05:00:00+09:00,39148.07,39365.96,39032.02,39175.06,39411.08621095635,40060.27404032759,41516.468450532324,41107.08487019071,41301.841975581774,42589.85134172767,42604.764697786806,2123.40651
2024-01-24T06:00:00+09:00,39175.07,39303.91,39070,39223.75,39393.24466705575,40027.46917600102,41493.65533162156,41081.10783749842,41277.39383469258,42578.1837460891,42594.776471205456,1242.30046
2024-01-24T07:00:00+09:00,39223.76,39554.7,39201.1,39468.71,39400.43184162187,40005.55705145196,41473.506621854176,41058.86786732603,41256.11520134325,42567.40567417891,42585.54141516054,1183.11412
2024-01-24T08:00:00+09:00,39468.71,39907.23,39468.71,39897.6,39447.78119003883,40001.3234415911,41457.825958950154,41042.850379500844,41240.13266956274,42558.15158172075,42577.60067242742,2858.11576
2024-01-24T09:00:00+09:00,39897.59,40250,39784.34,40179.52,39517.470600511326,40008.31154192086,41445.106496672044,41030.94237426635,41227.65487345024,42549.90675821392,42570.51623912631,2520.72618
2024-01-24T10:00:00+09:00,40179.53,40179.53,39757.91,39769.97,39541.51816236739,39998.96481478671,41428.43847182953,41013.549651862675,41210.50563964494,42540.27092889602,42562.24283812446,2861.66348
2024-01-24T11:00:00+09:00,39769.98,39895.36,39701.34,39763.49,39562.658337380024,39989.73050832449,41411.87182036854,40996.30744976802,41193.48192623736,42530.64603832792,42553.97473520533,833.35398
2024-01-24T12:00:00+09:00,39763.5,39796.71,39570.43,39614,39567.548019534304,39974.995978586274,41393.98254852408,40977.24114011605,41174.89978592868,42520.536346687266,42545.28943318109,1292.50052
2024-01-24T13:00:00+09:00,39614,39747.11,39557.01,39654.38,39575.81773195961,39962.422802955436,41376.673070429315,40958.99477956272,41157.01131785893,42510.60166264329,42536.74908035042,1290.20825
2024-01-24T14:00:00+09:00,39654.39,39847.46,39654.38,39798.85,39597.058900344404,39956.008183231694,41360.97333838524,40942.992782603236,41141.03294941353,42501.202176810904,42528.66075219576,1493.42547
2024-01-24T15:00:00+09:00,39798.85,39888,39661.91,39888,39624.76757650208,39953.34119565398,41346.31688725703,40928.44115801561,41126.29138530278,42492.144283650385,42520.85968645811,1359.63753
2024-01-24T16:00:00+09:00,39888,40191.97,39821.02,39981.09,39658.70304540665,39954.4293840597,41332.732540120145,40915.37424549126,41112.81842782863,42483.44045597742,42513.356674090435,2365.65855
2024-01-24T17:00:00+09:00,39981.09,40137.44,39859.51,39954.53,39686.8770410822,39954.43332978285,41319.019082009494,40902.12122141552,41099.191505148294,42474.674735159475,42505.79736338411,1325.22092
2024-01-24T18:00:00+09:00,39954.53,40104.95,39910.38,40024.81,39719.06113240771,39957.19319920313,41306.141379700945,40890.0203769822,41086.55172273478,42466.18300297522,42498.46800632832,1235.71287
2024-01-24T19:00:00+09:00,40024.82,40555,39985.49,40352.42,39779.381024559356,39972.69228943046,41296.6516147288,40882.60519936865,41077.9148789379,42458.85626812955,42492.12813038644,2438.24395
2024-01-24T20:00:00+09:00,40352.42,40373.98,40100,40209.34,39820.32949841084,39981.97259180574,41285.83259368672,40873.318782825634,41067.6963509504,42451.05898470449,42485.384295437,1433.94563
2024-01-24T21:00:00+09:00,40209.34,40298.86,39975.78,40029.66,39840.26573665743,39983.84268624473,41273.33336389879,40861.682109959074,41055.484158586274,42442.665920632724,42478.129570782825,1663.46694
2024-01-24T22:00:00+09:00,40029.66,40122.83,39885,39984.87,39854.037571261484,39983.882973058666,41260.51283291472,40849.588149821706,41042.888697897026,42434.14669733764,42470.7639590523,1525.73714
2024-01-24T23:00:00+09:00,39984.87,40222.43,39766,39914.01,39859.749231141344,39981.14285646813,41247.114794776266,40836.68362361727,41029.60777203942,42425.411388161425,42463.210771580954,3051.04305
2024-01-25T00:00:00+09:00,39914,40118.26,39840,40050.71,39877.935971032646,39983.870979743886,41235.21026945511,40825.8426081191,41018.091327662485,42417.18018750922,42456.08373828234,1880.47332
2024-01-25T01:00:00+09:00,40050.72,40190.61,39923.42,40190.02,39907.658259505726,39991.955255048044,41224.81036627645,40817.07264111056,41008.34931204293,42409.46039483155,42449.38931069509,1600.34595
2024-01-25T02:00:00+09:00,40190.01,40207,40047.36,40141.98,39929.974615743275,39997.838578379495,41214.03593477121,40807.76101847455,40998.15673190125,42401.600844069566,42442.572739614756,1229.58381
2024-01-25T03:00:00+09:00,40141.98,40150.18,39615.76,39761.11,39913.89227138677,39988.555104717554,41199.57896029587,40793.32445270249,40983.6032409377,42392.44836280763,42434.651136248096,2000.38477
2024-01-25T04:00:00+09:00,39761.1,39847.44,39640.58,39803.05,39903.33586458803,39981.28039472863,41185.68314974566,40779.665494734174,40969.71437927961,42383.47297853446,42426.876834516195,884.85462
2024-01-25T05:00:00+09:00,39803.04,40000,39511.61,39544.4,39869.151496532024,39964.14783022947,41169.3519741263,40762.62734997922,40952.9459748175,42373.63217098321,42418.361393350715,1926.08163
2024-01-25T06:00:00+09:00,39544.4,39792.75,39484.19,39792.74,39861.874211148024,39957.4259545342,41155.654342542955,40749.24959342778,40939.29649276083,42364.68627091048,42410.60475703358,1240.02202
2024-01-25T07:00:00+09:00,39792.75,39900,39754.11,39875.98,39863.21761961012,39954.23199553286,41142.9212645077,40737.2044955874,40926.78688696364,42356.059906019975,42403.11694386657,596.56918
2024-01-25T08:00:00+09:00,39875.98,40175.11,39849.06,40084.88,39884.32832250439,39959.35544668843,41132.393490731505,40728.20691633792,40916.88210005818,42348.187531995645,42396.26838568675,1244.96885
2024-01-25T09:00:00+09:00,40084.89,40178.84,40012,40170.15,39911.54943464683,39967.62189975947,41122.818928634675,40720.50957956084,40908.09701652808,42340.63800848786,42389.69196504957,1009.56617
2024-01-25T10:00:00+09:00,40170.15,40178.62,39925.79,39978.83,39917.95710753761,39968.06143310224,41111.4359542204,40710.27951639449,40897.16446339246,42332.45149892638,42382.56977312919,1209.84353
2024-01-25T11:00:00+09:00,39978.84,40065.62,39914,39939.84,39920.04119253402,39966.954710235485,41099.778283034124,40699.652764444225,40885.901822646665,42324.15821816753,42375.3534370195,556.29622
2024-01-25T12:00:00+09:00,39939.84,40099.87,39931.86,40012.01,39928.800126578404,39968.7215843439,41088.95471802881,40690.16803665879,40875.62074238023,42316.14383959503,42368.371624797874,708.95318
2024-01-25T13:00:00+09:00,40012.01,40032.5,39912,39956.89,39931.47535261856,39968.25760064414,41077.69039247628,40680.05385684281,40864.81214541105,42307.966183305274,42361.24760227262,776.13036
2024-01-25T14:00:00+09:00,39956.88,39965,39792.01,39876.47,39926.23674760727,39964.65808689339,41065.7379507601,40668.96994157601,40853.184590759156,42299.53812027822,42353.90704805616,1073.67047
2024-01-25T15:00:00+09:00,39876.47,40050,39876.46,40035,39936.59515259705,39967.41659328972,41055.481851747565,40660.22552858876,40843.5588896914,42291.68876804155,42347.05651024802,942.6811
2024-01-25T16:00:00+09:00,40035.01,40135.37,39985.57,40130,39955.01466187352,39973.792413160714,41046.27307710331,40652.91207302202,40835.16407922444,42284.19591269305,42340.5068602916,855.68848
2024-01-25T17:00:00+09:00,40130,40177.68,40028.01,40080.23,39966.939932171284,39977.96643617402,41036.66070817691,40645.01300994585,40826.28250182181,42276.55651611526,42333.82952835573,784.23093
2024-01-25T18:00:00+09:00,40080.23,40130,40023.79,40031.54,39973.09231958354,39980.06736024563,41026.65950710052,40636.55131325694,40816.93259003567,42268.77482975091,42327.02808218629,763.59512
2024-01-25T19:00:00+09:00,40031.53,40121,39957.44,40115.99,39986.701622480345,39985.39765984384,41017.59811897017,40629.371157212016,40808.68620662349,42261.312837273435,42320.49621192872,1233.34302
2024-01-25T20:00:00+09:00,40116,40300.24,40080.12,40178.07,40004.92718224412,39992.95343788918,41009.24460534858,40623.14631366426,40801.26719242792,42254.09189156365,42314.16703552716,1842.66754
2024-01-25T21:00:00+09:00,40178.07,40283.82,39798.68,39859.81,39991.10649822087,39987.7321265994,40997.807445096354,40612.61753692407,40790.19122545818,42245.79282088232,42306.91635004555,2316.54371
2024-01-25T22:00:00+09:00,39859.81,39965.03,39731.64,39913.84,39983.7477841046,39984.83439614453,40987.021699374,40602.97922606994,40779.88121104102,42237.70979550665,42299.8467005624,1669.62305
2024-01-25T23:00:00+09:00,39913.84,40090.19,39862.59,40012.94,39986.527995142256,39985.93657668788,40977.32934415635,40594.84075398622,40770.85837326407,42229.99828841651,42293.090698492786,1760.22455
2024-01-26T00:00:00+09:00,40012.93,40046.07,39623.4,39804.24,39969.16723370014,39978.811220739335,40965.656813368725,40583.9359160002,40759.48639240214,42221.59011410657,42285.73811149576,2406.58999
2024-01-26T01:00:00+09:00,39804.23,39852.2,39666.66,39710.32,39944.515116204886,39968.28215325936,40953.165899802865,40571.88604129675,40747.14325837388,42212.885538321105,42278.12978620331,1765.66859
2024-01-26T02:00:00+09:00,39710.33,39844.91,39550,39803.16,39931.05272418537,39961.80677470017,40941.723055028706,40561.282923485756,40736.037572981244,42204.53293680179,42270.8182063327,1771.49832
2024-01-26T03:00:00+09:00,39803.16,40044.91,39725,39842.64,39922.632464739145,39957.13356784918,40930.786905227425,40551.370607299745,40725.52701329911,42196.34613286141,42263.644858603504,2788.5616
2024-01-26T04:00:00+09:00,39842.63,39991.24,39734,39989.25,39928.97699190684,39958.393035776666,40921.418378807255,40543.617219612854,40716.864930789714,42188.69588630036,42256.92581913939,1076.4391
2024-01-26T05:00:00+09:00,39989.25,39995.99,39637.99,39838.31,39920.342040296666,39953.68389711876,40910.64118100818,40533.88884416992,40706.52899042748,42180.54896815027,42249.78072070766,1432.49568
2024-01-26T06:00:00+09:00,39838.3,39935.94,39792.02,39929.6,39921.223750744604,39952.73943056508,40900.87957721705,40525.55382562964,40697.38864936363,42172.74671869395,42242.92642020336,1064.77144
2024-01-26T07:00:00+09:00,39929.6,39981.1,39888.23,39956.31,39924.565298292735,39952.87945289586,40891.480874956185,40517.70218665544,40688.67007701818,42165.0640957522,42236.17127568282,579.54506
2024-01-26T08:00:00+09:00,39956.32,39984.32,39893.03,39961.09,39928.04384131247,39953.20143513524,40882.22325430986,40510.024777184335,40680.1103114062,42157.42467081025,42229.45020839867,633.49132
2024-01-26T09:00:00+09:00,39961.09,39970.71,39884.14,39895.92,39924.98442785414,39950.95510434562,40872.40929158041,40501.55436646455,40670.884543036715,42149.5858331298,42222.556470707685,473.15533
2024-01-26T10:00:00+09:00,39895.93,39959.45,39822.52,39937.78,39926.2030537728,39950.43843358697,40863.10949763433,40493.77816830642,40662.25978370687,42141.91926178446,42215.80676178388,572.62062
2024-01-26T11:00:00+09:00,39937.77,40245,39937.77,40144.31,39946.97514388968,39958.04124011297,40855.957263827026,40488.957917709085,40656.16625683973,42134.995139559906,42209.687125855424,1519.9574
2024-01-26T12:00:00+09:00,40144.3,40191.92,40067.52,40067.52,39958.455606376374,39962.334524814425,40848.11211692327,40483.1449809131,40649.241006759265,42127.828847914985,42203.358714848466,614.84384
2024-01-26T13:00:00+09:00,40067.52,40220,40067.52,40149.26,39976.62745338815,39969.664935606015,40841.15836451607,40478.53967083154,40643.35887726798,42120.97072365878,42197.290476399874,594.42059
2024-01-26T14:00:00+09:00,40149.25,40180.71,40083.92,40102.4,39988.605791160706,39974.87023224892,40833.8075350184,40473.35153744076,40636.994655182476,42113.97394472062,42191.101730531635,529.74803
2024-01-26T15:00:00+09:00,40102.4,40156.56,39988.69,40002.83,39989.96047771683,39975.96669372935,40825.53910183414,40466.8615852002,40629.53389453327,42106.65628806648,42184.63711685207,643.2162
2024-01-26T16:00:00+09:00,40002.84,40028.85,39896.84,39969.99,39988.05852745808,39975.7323135831,40817.02617544773,40460.00818402502,40621.774554597585,42099.250165750826,42178.09458474911,1627.61036
2024-01-26T17:00:00+09:00,39970,40176.47,39962.14,40133.8,40001.93866770017,39981.93104638377,40810.22790504527,40455.50876079709,40616.03367748467,42092.437513529854,42172.055309757234,1038.20517
2024-01-26T18:00:00+09:00,40133.79,40411.39,40037.5,40079.82,40009.35593744301,39985.769828878525,40802.96016469656,40450.32684685507,40609.725281278974,42085.46136963547,42165.87440780817,2097.66496
2024-01-26T19:00:00+09:00,40079.83,40755.98,40068,40692.64,40074.43061006749,40013.490227746035,40801.862451615,40453.66909724327,40610.70074855805,42080.6335659279,42161.52216435822,3407.41985
2024-01-26T20:00:00+09:00,40692.64,41348.13,40684.79,41289.52,40190.15340910868,40063.530610971684,40806.71476552928,40465.19807521233,40618.68685739854,42077.89140452087,42158.94608706322,4980.03788
2024-01-26T21:00:00+09:00,41289.52,41500,41091.93,41140.01,40280.61594157452,40105.745488972796,40810.03113602153,40474.505825899054,40624.82007084091,42074.64051577037,42155.935936141315,4270.58522
2024-01-26T22:00:00+09:00,41140.01,41229.76,40914.5,41021.65,40351.19061380552,40141.663312934645,40812.13679635962,40482.05264209355,40629.488658242786,42070.990635299764,42152.58501757074,2049.46599
2024-01-26T23:00:00+09:00,41021.65,41588,41021.65,41588,40468.98198391928,40198.38239870191,40819.85682823664,40497.3070884095,40640.765262263456,42069.3164909833,42150.91711500775,2212.73241
2024-01-27T00:00:00+09:00,41588,41588,41218,41422.99,40559.83989021268,40246.4062262038,40825.85815332881,40510.07512856937,40649.96790623683,42067.076191187865,42148.766665628114,3619.35725
2024-01-27T01:00:00+09:00,41422.98,41995.99,41405.31,41961.14,40693.29704352576,40313.6506879213,40837.15449011161,40530.089816451175,40665.393460281106,42066.70899468462,42148.212377103366,4401.51543
2024-01-27T02:00:00+09:00,41961.15,42010.02,41752.83,41915.16,40809.66494414235,40376.45497466948,40847.88091309557,40549.19423277598,40680.0965960425,42066.18369487635,42147.523891498924,2539.86023
2024-01-27T03:00:00+09:00,41915.17,42193.8,41851.5,42105.01,40933.03113993832,40444.24144625107,40860.389660228946,40570.653760599766,40696.860283147886,42066.31827479012,42147.39829654619,2701.00331
2024-01-27T04:00:00+09:00,42105,42125,41936,42064.49,41040.78912661086,40507.78060522162,40872.37075813711,40591.2583983846,40712.950044522615,42066.31193761581,42147.15336804827,1717.73397
2024-01-27T05:00:00+09:00,42064.48,42246.82,41838.83,41977.18,41129.96920979078,40565.4041108992,40883.36388492182,40610.37455840688,40727.82333811647,42066.002988092005,42146.65123106733,2276.19959
2024-01-27T06:00:00+09:00,41977.18,42048,41878.93,41998.78,41212.71309457261,40621.614930079624,40894.462552733545,40629.52497829092,40742.775769432745,42065.76997946777,42146.21438843493,1148.22293
2024-01-27T07:00:00+09:00,41998.77,42011.75,41820.64,41906.28,41278.76708556569,40671.993952429446,40904.53038802973,40647.13539238346,40756.46405449824,42065.217154582264,42145.50557192552,1674.96289
2024-01-27T08:00:00+09:00,41906.28,41972,41800.02,41823.51,41330.64736313086,40717.151444491035,40913.67446377072,40663.361249040245,40769.01753621003,42064.3793481539,42144.554329467835,674.42781
2024-01-27T09:00:00+09:00,41823.51,41866.67,41708,41785.94,41374.00856664221,40759.06472117766,40922.35372283768,40678.84509388107,40780.981329901675,42063.41422043066,42143.49490751963,930.043
2024-01-27T10:00:00+09:00,41785.94,41933.17,41768.5,41818.86,41416.37536981914,40800.625320347164,40931.27418330696,40694.569437413746,40793.19166719695,42062.566545489826,42142.535867911,630.61808
2024-01-27T11:00:00+09:00,41818.86,41896.09,41815.48,41838.59,41456.586286979225,40841.32981758845,40940.30220138351,40710.34903138045,40805.49047111228,42061.790196978596,42141.63794806488,382.71397
2024-01-27T12:00:00+09:00,41838.6,41865.21,41765.64,41815.01,41490.72187869549,40879.513354153605,40949.00576156875,40725.58573439589,40817.36717145213,42060.934806347825,42140.67302059645,832.99188
2024-01-27T13:00:00+09:00,41815.01,41875.67,41791.1,41844.26,41524.39217596259,40917.3465559515,40957.9137639412,40741.0157242663,40829.448263552695,42060.18376715771,42139.797354361304,491.10343
2024-01-27T14:00:00+09:00,41844.26,41890,41738.59,41762.48,41547.067206823296,40950.48904395341,40965.91939813084,40755.10488669021,40840.4251075109,42059.15186501852,42138.682679754624,435.4705
2024-01-27T15:00:00+09:00,41762.49,41812,41691.24,41704.04,41562.01699664965,40980.040061837586,40973.26388173153,40768.1936468738,40850.58528271665,42057.92097467183,42137.39865411281,559.96951
2024-01-27T16:00:00+09:00,41704.04,41729.41,41602.01,41710.14,41576.12394934968,41008.6714319616,40980.59598241082,40781.18601036519,40860.69769115528,42056.7154946903,42136.13644243153,898.52317
2024-01-27T17:00:00+09:00,41710.15,41719.85,41421.21,41470.01,41566.017858935425,41026.76314051213,40985.46577363061,40790.68703091188,40867.866071259334,42054.681853460876,42134.168565201304,1368.20378
2024-01-27T18:00:00+09:00,41470.01,41742.7,41394.34,41669.78,41575.89996760824,41051.97948794303,40992.27487041041,40802.81245117517,40877.30035277393,42053.34770492202,42132.79666397471,1071.11625
2024-01-27T19:00:00+09:00,41669.79,41800,41651.1,41747.3,41592.22378021698,41079.246959004086,40999.787558267024,40815.83986564172,40887.53564274129,42052.28688098815,42131.65782597183,732.18207
2024-01-27T20:00:00+09:00,41747.31,41786.87,41702.88,41761.23,41608.3196106725,41105.99139198432,41007.364099975806,40828.8797295639,40897.81439988551,42051.278018315745,42130.56350447708,575.83689
