Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
78,Entry Short,My Short Entry Id,2019-05-17 13:00,7199.14,0.374813,-632.25,-23.43,7356.73,-3.51,121.55,4.5,651.09,24.13
77,Exit Long,My Short Entry Id,2019-05-17 13:00,7199.14,0.475326,860.96,33.62,7988.98,5.03,1424.75,55.63,15.96,0.62
77,Entry Long,My Long Entry Id,2019-05-03 05:00,5387.83,0.475326,860.96,33.62,7988.98,5.03,1424.75,55.63,15.96,0.62
76,Exit Short,My Long Entry Id,2019-05-03 05:00,5387.83,0.506367,-138.27,-5.34,7128.02,-0.8,40.01,1.54,154.06,5.95
76,Entry Short,My Short Entry Id,2019-04-26 09:00,5114.76,0.506367,-138.27,-5.34,7128.02,-0.8,40.01,1.54,154.06,5.95
75,Exit Long,My Short Entry Id,2019-04-26 09:00,5114.76,0.491043,-89.86,-3.45,7266.29,-0.52,164.74,6.33,174.20,6.7
75,Entry Long,My Long Entry Id,2019-04-19 05:00,5297.76,0.491043,-89.86,-3.45,7266.29,-0.52,164.74,6.33,174.20,6.7
74,Exit Short,My Long Entry Id,2019-04-19 05:00,5297.76,0.523506,-147.96,-5.64,7356.15,-0.85,40.38,1.54,156.07,5.94
74,Entry Short,My Short Entry Id,2019-04-12 17:00,5015.13,0.523506,-147.96,-5.64,7356.15,-0.85,40.38,1.54,156.07,5.94
73,Exit Long,My Short Entry Id,2019-04-12 17:00,5015.13,0.631583,637.59,25.2,7504.11,3.78,917.13,36.25,11.77,0.47
73,Entry Long,My Long Entry Id,2019-03-27 21:00,4005.62,0.631583,637.59,25.2,7504.11,3.78,917.13,36.25,11.77,0.47
72,Exit Short,My Long Entry Id,2019-03-27 21:00,4005.62,0.65541,-84.63,-3.33,6866.52,-0.5,1.60,0.06,100.31,3.95
72,Entry Short,My Short Entry Id,2019-03-26 05:00,3876.49,0.65541,-84.63,-3.33,6866.52,-0.5,1.60,0.06,100.31,3.95
71,Exit Long,My Short Entry Id,2019-03-26 05:00,3876.49,0.662957,31.98,1.26,6951.15,0.19,149.42,5.89,35.84,1.41
71,Entry Long,My Long Entry Id,2019-03-06 01:00,3828.25,0.662957,31.98,1.26,6951.15,0.19,149.42,5.89,35.84,1.41
70,Exit Short,My Long Entry Id,2019-03-06 01:00,3828.25,0.677211,-47.40,-1.86,6919.17,-0.28,76.97,3.02,86.17,3.39
70,Entry Short,My Short Entry Id,2019-02-25 09:00,3758.25,0.677211,-47.40,-1.86,6919.17,-0.28,76.97,3.02,86.17,3.39
69,Exit Long,My Short Entry Id,2019-02-25 09:00,3758.25,0.693065,69.22,2.73,6966.58,0.41,224.35,8.85,89.05,3.51
69,Entry Long,My Long Entry Id,2019-02-09 01:00,3658.37,0.693065,69.22,2.73,6966.58,0.41,224.35,8.85,89.05,3.51
68,Exit Short,My Long Entry Id,2019-02-09 01:00,3658.37,0.666219,84.44,3.35,6897.35,0.5,309.01,12.25,6.08,0.24
68,Entry Short,My Short Entry Id,2019-01-10 17:00,3785.12,0.666219,84.44,3.35,6897.35,0.5,309.01,12.25,6.08,0.24
67,Exit Long,My Short Entry Id,2019-01-10 17:00,3785.12,0.645399,-9.44,-0.38,6812.91,-0.06,200.65,8.18,114.39,4.66
67,Entry Long,My Long Entry Id,2018-12-31 05:00,3799.74,0.645399,-9.44,-0.38,6812.91,-0.06,200.65,8.18,114.39,4.66
66,Exit Short,My Long Entry Id,2018-12-31 05:00,3799.74,0.712139,-158.71,-6.23,6822.35,-0.93,11.58,0.45,277.38,10.89
66,Entry Short,My Short Entry Id,2018-12-28 05:00,3576.88,0.712139,-158.71,-6.23,6822.35,-0.93,11.58,0.45,277.38,10.89
65,Exit Long,My Short Entry Id,2018-12-28 05:00,3576.88,0.740895,120.85,4.78,6981.05,0.72,606.79,23.99,7.96,0.31
65,Entry Long,My Long Entry Id,2018-12-18 01:00,3413.76,0.740895,120.85,4.78,6981.05,0.72,606.79,23.99,7.96,0.31
64,Exit Short,My Long Entry Id,2018-12-18 01:00,3413.76,0.678401,185.20,7.4,6860.20,1.11,365.50,14.61,103.11,4.12
64,Entry Short,My Short Entry Id,2018-12-06 01:00,3686.76,0.678401,185.20,7.4,6860.20,1.11,365.50,14.61,103.11,4.12
63,Exit Long,My Short Entry Id,2018-12-06 01:00,3686.76,0.593565,-362.96,-14.23,6674.99,-2.13,64.69,2.54,382.59,15
63,Entry Long,My Long Entry Id,2018-11-29 05:00,4298.26,0.593565,-362.96,-14.23,6674.99,-2.13,64.69,2.54,382.59,15
62,Exit Short,My Long Entry Id,2018-11-29 05:00,4298.26,0.383521,788.92,32.37,7037.96,4.86,1090.56,44.74,13.75,0.56
62,Entry Short,My Short Entry Id,2018-11-09 21:00,6355.31,0.383521,788.92,32.37,7037.96,4.86,1090.56,44.74,13.75,0.56
61,Exit Long,My Short Entry Id,2018-11-09 21:00,6355.31,0.382768,-5.51,-0.23,6249.04,-0.03,65.57,2.69,17.68,0.73
61,Entry Long,My Long Entry Id,2018-11-02 09:00,6369.71,0.382768,-5.51,-0.23,6249.04,-0.03,65.57,2.69,17.68,0.73
60,Exit Short,My Long Entry Id,2018-11-02 09:00,6369.71,0.391277,-47.37,-1.94,6254.55,-0.29,21.63,0.88,48.54,1.99
60,Entry Short,My Short Entry Id,2018-10-29 21:00,6248.65,0.391277,-47.37,-1.94,6254.55,-0.29,21.63,0.88,48.54,1.99
59,Exit Long,My Short Entry Id,2018-10-29 21:00,6248.65,0.382299,-66.52,-2.71,6301.92,-0.41,29.82,1.21,86.28,3.51
59,Entry Long,My Long Entry Id,2018-10-15 17:00,6422.64,0.382299,-66.52,-2.71,6301.92,-0.41,29.82,1.21,86.28,3.51
58,Exit Short,My Long Entry Id,2018-10-15 17:00,6422.64,0.382464,-0.87,-0.04,6368.43,-0.01,139.19,5.67,138.57,5.64
58,Entry Short,My Short Entry Id,2018-10-03 13:00,6420.36,0.382464,-0.87,-0.04,6368.43,-0.01,139.19,5.67,138.57,5.64
57,Exit Long,My Short Entry Id,2018-10-03 13:00,6420.36,0.376541,-43.26,-1.76,6369.31,-0.26,92.43,3.76,81.47,3.31
57,Entry Long,My Long Entry Id,2018-09-21 13:00,6535.26,0.376541,-43.26,-1.76,6369.31,-0.26,92.43,3.76,81.47,3.31
56,Exit Short,My Long Entry Id,2018-09-21 13:00,6535.26,0.399026,-118.51,-4.76,6412.57,-0.72,55.66,2.24,288.10,11.57
56,Entry Short,My Short Entry Id,2018-09-18 05:00,6238.26,0.399026,-118.51,-4.76,6412.57,-0.72,55.66,2.24,288.10,11.57
55,Exit Long,My Short Entry Id,2018-09-18 05:00,6238.26,0.382149,-112.73,-4.52,6531.08,-0.68,15.67,0.63,127.35,5.1
55,Entry Long,My Long Entry Id,2018-09-14 13:00,6533.26,0.382149,-112.73,-4.52,6531.08,-0.68,15.67,0.63,127.35,5.1
54,Exit Short,My Long Entry Id,2018-09-14 13:00,6533.26,0.354353,157.69,6.38,6643.81,0.96,288.09,11.65,20.55,0.83
54,Entry Short,My Short Entry Id,2018-09-05 21:00,6978.26,0.354353,157.69,6.38,6643.81,0.96,288.09,11.65,20.55,0.83
53,Exit Long,My Short Entry Id,2018-09-05 21:00,6978.26,0.372057,145.66,5.94,6486.13,0.89,302.11,12.33,142.68,5.82
53,Entry Long,My Long Entry Id,2018-08-16 01:00,6586.75,0.372057,145.66,5.94,6486.13,0.89,302.11,12.33,142.68,5.82
52,Exit Short,My Long Entry Id,2018-08-16 01:00,6586.75,0.307245,371.31,15.5,6340.46,2.33,591.22,24.68,9.14,0.38
52,Entry Short,My Short Entry Id,2018-07-31 21:00,7795.25,0.307245,371.31,15.5,6340.46,2.33,591.22,24.68,9.14,0.38
51,Exit Long,My Short Entry Id,2018-07-31 21:00,7795.25,0.353542,424.69,18.22,5969.16,2.73,665.01,28.53,8.31,0.36
51,Entry Long,My Long Entry Id,2018-07-16 21:00,6594.00,0.353542,424.69,18.22,5969.16,2.73,665.01,28.53,8.31,0.36
50,Exit Short,My Long Entry Id,2018-07-16 21:00,6594.00,0.368474,-85.67,-3.65,5544.47,-0.55,107.13,4.57,107.96,4.61
50,Entry Short,My Short Entry Id,2018-07-10 21:00,6361.50,0.368474,-85.67,-3.65,5544.47,-0.55,107.13,4.57,107.96,4.61
49,Exit Long,My Short Entry Id,2018-07-10 21:00,6361.50,0.369989,11.28,0.48,5630.14,0.07,175.19,7.48,24.60,1.05
49,Entry Long,My Long Entry Id,2018-07-02 09:00,6331.00,0.369989,11.28,0.48,5630.14,0.07,175.19,7.48,24.60,1.05
48,Exit Short,My Long Entry Id,2018-07-02 09:00,6331.00,0.367404,14.33,0.61,5618.85,0.09,218.05,9.32,3.86,0.16
48,Entry Short,My Short Entry Id,2018-06-22 17:00,6370.00,0.367404,14.33,0.61,5618.85,0.09,218.05,9.32,3.86,0.16
47,Exit Long,My Short Entry Id,2018-06-22 17:00,6370.00,0.350297,-127.86,-5.42,5604.52,-0.81,8.23,0.35,145.37,6.16
47,Entry Long,My Long Entry Id,2018-06-21 13:00,6735.00,0.350297,-127.86,-5.42,5604.52,-0.81,8.23,0.35,145.37,6.16
46,Exit Short,My Long Entry Id,2018-06-21 13:00,6735.00,0.35288,-12.35,-0.52,5732.38,-0.08,215.26,9.1,62.81,2.66
46,Entry Short,My Short Entry Id,2018-06-11 09:00,6700.00,0.35288,-12.35,-0.52,5732.38,-0.08,215.26,9.1,62.81,2.66
45,Exit Long,My Short Entry Id,2018-06-11 09:00,6700.00,0.320237,-253.63,-10.57,5744.73,-1.59,75.26,3.14,277.97,11.59
45,Entry Long,My Long Entry Id,2018-05-30 21:00,7492.00,0.320237,-253.63,-10.57,5744.73,-1.59,75.26,3.14,277.97,11.59
44,Exit Short,My Long Entry Id,2018-05-30 21:00,7492.00,0.257034,412.03,17.63,5998.36,2.64,532.06,22.76,67.47,2.89
44,Entry Short,My Short Entry Id,2018-05-08 21:00,9095.00,0.257034,412.03,17.63,5998.36,2.64,532.06,22.76,67.47,2.89
43,Exit Long,My Short Entry Id,2018-05-08 21:00,9095.00,0.246316,-115.28,-4.89,5586.33,-0.73,53.45,2.27,134.61,5.71
43,Entry Long,My Long Entry Id,2018-05-04 01:00,9563.00,0.246316,-115.28,-4.89,5586.33,-0.73,53.45,2.27,134.61,5.71
42,Exit Short,My Long Entry Id,2018-05-04 01:00,9563.00,0.267949,-180.33,-7.57,5701.61,-1.14,74.36,3.12,180.33,7.57
42,Entry Short,My Short Entry Id,2018-04-26 01:00,8890.00,0.267949,-180.33,-7.57,5701.61,-1.14,74.36,3.12,180.33,7.57
41,Exit Long,My Short Entry Id,2018-04-26 01:00,8890.00,0.32294,574.67,25.03,5881.94,3.75,845.30,36.81,171.16,7.45
41,Entry Long,My Long Entry Id,2018-04-09 13:00,7110.50,0.32294,574.67,25.03,5881.94,3.75,845.30,36.81,171.16,7.45
40,Exit Short,My Long Entry Id,2018-04-09 13:00,7110.50,0.206889,721.71,32.91,5307.27,4.95,856.95,39.08,53.10,2.42
40,Entry Short,My Short Entry Id,2018-03-07 05:00,10598.87,0.206889,721.71,32.91,5307.27,4.95,856.95,39.08,53.10,2.42
39,Exit Long,My Short Entry Id,2018-03-07 05:00,10598.87,0.205312,-11.32,-0.52,4585.56,-0.08,200.96,9.19,97.32,4.45
39,Entry Long,My Long Entry Id,2018-02-27 17:00,10654.00,0.205312,-11.32,-0.52,4585.56,-0.08,200.96,9.19,97.32,4.45
38,Exit Short,My Long Entry Id,2018-02-27 17:00,10654.00,0.210644,-47.39,-2.16,4596.88,-0.32,232.66,10.59,94.37,4.3
38,Entry Short,My Short Entry Id,2018-02-22 01:00,10429.00,0.210644,-47.39,-2.16,4596.88,-0.32,232.66,10.59,94.37,4.3
37,Exit Long,My Short Entry Id,2018-02-22 01:00,10429.00,0.255986,556.49,26.33,4644.28,3.95,893.11,42.26,195.85,9.27
37,Entry Long,My Long Entry Id,2018-02-07 21:00,8255.10,0.255986,556.49,26.33,4644.28,3.95,893.11,42.26,195.85,9.27
36,Exit Short,My Long Entry Id,2018-02-07 21:00,8255.10,0.141935,818.24,41.12,4087.79,6.17,1144.71,57.52,125.19,6.29
36,Entry Short,My Short Entry Id,2018-01-10 09:00,14020.00,0.141935,818.24,41.12,4087.79,6.17,1144.71,57.52,125.19,6.29
35,Exit Long,My Short Entry Id,2018-01-10 09:00,14020.00,0.129894,-198.48,-9.83,3269.55,-1.47,131.84,6.53,238.75,11.82
35,Entry Long,My Long Entry Id,2018-01-05 17:00,15548.00,0.129894,-198.48,-9.83,3269.55,-1.47,131.84,6.53,238.75,11.82
34,Exit Short,My Long Entry Id,2018-01-05 17:00,15548.00,0.152316,-302.50,-14.64,3468.03,-2.2,125.66,6.08,303.11,14.67
34,Entry Short,My Short Entry Id,2018-01-01 09:00,13562.00,0.152316,-302.50,-14.64,3468.03,-2.2,125.66,6.08,303.11,14.67
33,Exit Long,My Short Entry Id,2018-01-01 09:00,13562.00,0.130026,-353.02,-16.68,3770.52,-2.5,21.84,1.03,405.81,19.17
33,Entry Long,My Long Entry Id,2017-12-27 13:00,16277.00,0.130026,-353.02,-16.68,3770.52,-2.5,21.84,1.03,405.81,19.17
32,Exit Short,My Long Entry Id,2017-12-27 13:00,16277.00,0.126104,51.95,2.47,4123.55,0.37,760.91,36.16,124.09,5.9
32,Entry Short,My Short Entry Id,2017-12-20 09:00,16689.00,0.126104,51.95,2.47,4123.55,0.37,760.91,36.16,124.09,5.9
31,Exit Long,My Short Entry Id,2017-12-20 09:00,16689.00,0.175434,961.03,48.86,4071.59,7.33,1448.56,73.65,88.07,4.48
31,Entry Long,My Long Entry Id,2017-12-04 09:00,11211.00,0.175434,961.03,48.86,4071.59,7.33,1448.56,73.65,88.07,4.48
30,Exit Short,My Long Entry Id,2017-12-04 09:00,11211.00,0.213379,-359.97,-17.71,3110.56,-2.67,152.57,7.51,378.32,18.62
30,Entry Short,My Short Entry Id,2017-11-30 05:00,9524.00,0.213379,-359.97,-17.71,3110.56,-2.67,152.57,7.51,378.32,18.62
29,Exit Long,My Short Entry Id,2017-11-30 05:00,9524.00,0.279203,749.91,39.28,3470.53,5.9,1280.68,67.08,6.62,0.35
29,Entry Long,My Long Entry Id,2017-11-15 13:00,6838.10,0.279203,749.91,39.28,3470.53,5.9,1280.68,67.08,6.62,0.35
28,Exit Short,My Long Entry Id,2017-11-15 13:00,6838.10,0.282285,-18.12,-0.95,2720.62,-0.14,320.99,16.79,45.67,2.39
28,Entry Short,My Short Entry Id,2017-11-10 21:00,6773.90,0.282285,-18.12,-0.95,2720.62,-0.14,320.99,16.79,45.67,2.39
27,Exit Long,My Short Entry Id,2017-11-10 21:00,6773.90,0.312992,250.05,13.37,2738.74,2,595.62,31.85,94.37,5.05
27,Entry Long,My Long Entry Id,2017-10-27 09:00,5975.00,0.312992,250.05,13.37,2738.74,2,595.62,31.85,94.37,5.05
26,Exit Short,My Long Entry Id,2017-10-27 09:00,5975.00,0.345351,-164.80,-8.68,2488.70,-1.3,48.11,2.53,168.81,8.89
26,Entry Short,My Short Entry Id,2017-10-25 09:00,5497.80,0.345351,-164.80,-8.68,2488.70,-1.3,48.11,2.53,168.81,8.89
25,Exit Long,My Short Entry Id,2017-10-25 09:00,5497.80,0.416159,458.69,25.08,2653.50,3.76,694.90,37.99,43.32,2.37
25,Entry Long,My Long Entry Id,2017-10-06 17:00,4395.60,0.416159,458.69,25.08,2653.50,3.76,694.90,37.99,43.32,2.37
24,Exit Short,My Long Entry Id,2017-10-06 17:00,4395.60,0.44603,-114.18,-6.18,2194.81,-0.93,0.49,0.03,122.66,6.64
24,Entry Short,My Short Entry Id,2017-10-05 17:00,4139.60,0.44603,-114.18,-6.18,2194.81,-0.93,0.49,0.03,122.66,6.64
23,Exit Long,My Short Entry Id,2017-10-05 17:00,4139.60,0.453163,34.85,1.89,2308.99,0.28,173.47,9.42,21.57,1.17
23,Entry Long,My Long Entry Id,2017-09-27 21:00,4062.70,0.453163,34.85,1.89,2308.99,0.28,173.47,9.42,21.57,1.17
22,Exit Short,My Long Entry Id,2017-09-27 21:00,4062.70,0.529299,-269.04,-14.3,2274.14,-2.14,20.01,1.06,284.82,15.14
22,Entry Short,My Short Entry Id,2017-09-23 01:00,3554.40,0.529299,-269.04,-14.3,2274.14,-2.14,20.01,1.06,284.82,15.14
21,Exit Long,My Short Entry Id,2017-09-23 01:00,3554.40,0.484404,-192.11,-10.04,2543.18,-1.51,79.49,4.15,215.32,11.25
21,Entry Long,My Long Entry Id,2017-09-18 17:00,3951.00,0.484404,-192.11,-10.04,2543.18,-1.51,79.49,4.15,215.32,11.25
20,Exit Short,My Long Entry Id,2017-09-18 17:00,3951.00,0.44987,138.07,7.21,2735.30,1.1,581.19,30.34,50.16,2.62
20,Entry Short,My Short Entry Id,2017-09-11 05:00,4257.90,0.44987,138.07,7.21,2735.30,1.1,581.19,30.34,50.16,2.62
19,Exit Long,My Short Entry Id,2017-09-11 05:00,4257.90,0.416126,-138.49,-7.25,2597.23,-1.09,34.66,1.81,187.88,9.84
19,Entry Long,My Long Entry Id,2017-09-07 01:00,4590.70,0.416126,-138.49,-7.25,2597.23,-1.09,34.66,1.81,187.88,9.84
18,Exit Short,My Long Entry Id,2017-09-07 01:00,4590.70,0.420881,-17.13,-0.89,2735.72,-0.13,233.21,12.18,29.88,1.56
18,Entry Short,My Short Entry Id,2017-09-04 09:00,4550.00,0.420881,-17.13,-0.89,2735.72,-0.13,233.21,12.18,29.88,1.56
17,Exit Long,My Short Entry Id,2017-09-04 09:00,4550.00,0.450343,160.10,8.48,2752.85,1.27,328.93,17.41,62.19,3.29
17,Entry Long,My Long Entry Id,2017-08-23 21:00,4194.50,0.450343,160.10,8.48,2752.85,1.27,328.93,17.41,62.19,3.29
16,Exit Short,My Long Entry Id,2017-08-23 21:00,4194.50,0.493795,-158.01,-8.26,2592.75,-1.24,137.77,7.2,181.82,9.5
16,Entry Short,My Short Entry Id,2017-08-22 09:00,3874.50,0.493795,-158.01,-8.26,2592.75,-1.24,137.77,7.2,181.82,9.5
15,Exit Long,My Short Entry Id,2017-08-22 09:00,3874.50,0.649674,710.16,39.3,2750.77,5.9,1097.69,60.75,111.35,6.16
15,Entry Long,My Long Entry Id,2017-07-28 21:00,2781.40,0.649674,710.16,39.3,2750.77,5.9,1097.69,60.75,111.35,6.16
14,Exit Short,My Long Entry Id,2017-07-28 21:00,2781.40,0.744129,-227.63,-12.36,2040.61,-1.86,59.16,3.21,255.61,13.88
14,Entry Short,My Short Entry Id,2017-07-26 05:00,2475.50,0.744129,-227.63,-12.36,2040.61,-1.86,59.16,3.21,255.61,13.88
13,Exit Long,My Short Entry Id,2017-07-26 05:00,2475.50,0.833204,262.38,14.57,2268.24,2.19,642.23,35.68,20.25,1.12
13,Entry Long,My Long Entry Id,2017-07-18 05:00,2160.60,0.833204,262.38,14.57,2268.24,2.19,642.23,35.68,20.25,1.12
12,Exit Short,My Long Entry Id,2017-07-18 05:00,2160.60,0.704221,242.96,13.77,2005.86,2.07,463.87,26.29,90.63,5.14
12,Entry Short,My Short Entry Id,2017-06-26 09:00,2505.60,0.704221,242.96,13.77,2005.86,2.07,463.87,26.29,90.63,5.14
11,Exit Long,My Short Entry Id,2017-06-26 09:00,2505.60,0.675421,-85.64,-4.82,1762.91,-0.72,102.39,5.76,138.26,7.78
11,Entry Long,My Long Entry Id,2017-06-20 09:00,2632.40,0.675421,-85.64,-4.82,1762.91,-0.72,102.39,5.76,138.26,7.78
10,Exit Short,My Long Entry Id,2017-06-20 09:00,2632.40,0.666638,17.93,1.01,1848.55,0.15,362.52,20.45,90.80,5.12
10,Entry Short,My Short Entry Id,2017-06-13 01:00,2659.30,0.666638,17.93,1.01,1848.55,0.15,362.52,20.45,90.80,5.12
9,Exit Long,My Short Entry Id,2017-06-13 01:00,2659.30,0.691458,75.44,4.28,1830.62,0.64,293.73,16.66,8.64,0.49
9,Entry Long,My Long Entry Id,2017-06-05 09:00,2550.20,0.691458,75.44,4.28,1830.62,0.64,293.73,16.66,8.64,0.49
8,Exit Short,My Long Entry Id,2017-06-05 09:00,2550.20,0.759582,-150.55,-8.43,1755.18,-1.26,224.38,12.56,183.82,10.29
8,Entry Short,My Short Entry Id,2017-05-26 09:00,2352.00,0.759582,-150.55,-8.43,1755.18,-1.26,224.38,12.56,183.82,10.29
7,Exit Long,My Short Entry Id,2017-05-26 09:00,2352.00,1.288105,1462.90,93.37,1905.73,14.01,1981.62,126.48,7.99,0.51
7,Entry Long,My Long Entry Id,2017-04-20 17:00,1216.30,1.288105,1462.90,93.37,1905.73,14.01,1981.62,126.48,7.99,0.51
6,Exit Short,My Long Entry Id,2017-04-20 17:00,1216.30,1.346891,-62.63,-3.98,442.83,-0.6,42.83,2.72,64.11,4.07
6,Entry Short,My Short Entry Id,2017-04-14 01:00,1169.80,1.346891,-62.63,-3.98,442.83,-0.6,42.83,2.72,64.11,4.07
5,Exit Long,My Short Entry Id,2017-04-14 01:00,1169.80,1.479648,182.44,11.78,505.46,1.77,264.86,17.1,58.74,3.79
5,Entry Long,My Long Entry Id,2017-03-28 05:00,1046.50,1.479648,182.44,11.78,505.46,1.77,264.86,17.1,58.74,3.79
4,Exit Short,My Long Entry Id,2017-03-28 05:00,1046.50,1.341385,216.10,13.34,323.02,2.14,330.38,20.4,40.51,2.5
4,Entry Short,My Short Entry Id,2017-03-13 01:00,1207.60,1.341385,216.10,13.34,323.02,2.14,330.38,20.4,40.51,2.5
3,Exit Long,My Short Entry Id,2017-03-13 01:00,1207.60,1.235157,-28.78,-1.89,106.92,-0.28,25.32,1.67,238.51,15.69
3,Entry Long,My Long Entry Id,2017-03-11 01:00,1230.90,1.235157,-28.78,-1.89,106.92,-0.28,25.32,1.67,238.51,15.69
2,Exit Short,My Long Entry Id,2017-03-11 01:00,1230.90,1.265973,-33.17,-2.17,135.70,-0.33,109.38,7.17,78.24,5.13
2,Entry Short,My Short Entry Id,2017-03-07 17:00,1204.70,1.265973,-33.17,-2.17,135.70,-0.33,109.38,7.17,78.24,5.13
1,Exit Long,My Short Entry Id,2017-03-07 17:00,1204.70,1.385297,168.87,11.26,168.87,1.69,256.83,17.12,34.49,2.3
1,Entry Long,My Long Entry Id,2017-02-21 17:00,1082.80,1.385297,168.87,11.26,168.87,1.69,256.83,17.12,34.49,2.3
